Shareholder - Name	Issuer - Name	Issuer - Country Code	Security - ISIN	Security - Report Date	Security - Market Value - Amount	Security - Market Value - Multiplier	Stock - Number of Shares	Stock - Percent Ownership	Stock - Percent Voting Power	Data Source URL
AP2	AVANZA AB	SE	SE0012454072	2025-12-31	1 456 034	x1_000	4 123 574	2,61%	2,61%	https://ap2.se/en/asset-management/holdings/
AP2	BEIJER ALMA B	SE	SE0011090547	2025-12-31	70 080	x1_000	235 564	0,39%	0,20%	https://ap2.se/en/asset-management/holdings/
AP2	BERGMAN & BEVING AB	SE	SE0000101362	2025-12-31	126 114	x1_000	389 841	1,42%	1,05%	https://ap2.se/en/asset-management/holdings/
AP2	BIOARCTIC AB	SE	SE0010323311	2025-12-31	126 771	x1_000	407 887	0,46%	0,19%	https://ap2.se/en/asset-management/holdings/
AP2	BIOGAIA B	SE	SE0017769995	2025-12-31	43 116	x1_000	405 989	0,40%	0,32%	https://ap2.se/en/asset-management/holdings/
AP2	BOLIDEN	SE	SE0020050417	2025-12-31	405 905	x1_000	787 860	0,28%	0,28%	https://ap2.se/en/asset-management/holdings/
AP2	BONESUPPORT HOLDING AB	SE	SE0009858152	2025-12-31	79 320	x1_000	421 914	0,63%	0,64%	https://ap2.se/en/asset-management/holdings/
AP2	BOOZT AB	SE	SE0009888738	2025-12-31	26 673	x1_000	235 000	0,37%	0,37%	https://ap2.se/en/asset-management/holdings/
AP2	Boule Diagnostics International	SE	SE0011231158	2025-12-31	4 762	x1_000	969 948	2,50%	2,50%	https://ap2.se/en/asset-management/holdings/
AP2	BRAVIDA HOLDING AB	SE	SE0007491303	2025-12-31	87 058	x1_000	970 000	0,47%	0,47%	https://ap2.se/en/asset-management/holdings/
AP2	BTS GROUP B	SE	SE0000805426	2025-12-31	41 389	x1_000	281 941	1,45%	1,04%	https://ap2.se/en/asset-management/holdings/
AP2	BUFAB HOLDING AB	SE	SE0025010671	2025-12-31	973 580	x1_000	9 681 588	5,08%	5,08%	https://ap2.se/en/asset-management/holdings/
AP2	BURE EQUITY	SE	SE0000195810	2025-12-31	71 259	x1_000	288 733	0,39%	0,39%	https://ap2.se/en/asset-management/holdings/
AP2	CAMURUS AB	SE	SE0007692850	2025-12-31	285 905	x1_000	464 131	0,78%	0,78%	https://ap2.se/en/asset-management/holdings/
AP2	CARASENT AB	SE	SE0023261599	2025-12-31	86 468	x1_000	3 150 000	4,36%	4,36%	https://ap2.se/en/asset-management/holdings/
AP2	CATENA AB	SE	SE0001664707	2025-12-31	103 771	x1_000	230 194	0,38%	0,38%	https://ap2.se/en/asset-management/holdings/
AP2	Cellavision AB	SE	SE0000683484	2025-12-31	15 720	x1_000	100 000	0,42%	0,42%	https://ap2.se/en/asset-management/holdings/
AP2	COFFEE STAIN GROUP AB	SE	SE0026599557	2025-12-31	52 049	x1_000	2 248 330	1,01%	0,74%	https://ap2.se/en/asset-management/holdings/
AP2	CTT SYSTEMS	SE	SE0000418923	2025-12-31	92 382	x1_000	463 764	3,70%	3,70%	https://ap2.se/en/asset-management/holdings/
AP2	DYNAVOX GROUP AB	SE	SE0017105620	2025-12-31	147 164	x1_000	1 442 782	1,37%	1,37%	https://ap2.se/en/asset-management/holdings/
AP2	ELECTROLUX PROFESSIONAL AB	SE	SE0013747870	2025-12-31	618 352	x1_000	9 483 932	3,30%	2,64%	https://ap2.se/en/asset-management/holdings/
AP2	ELEKTA B	SE	SE0000163628	2025-12-31	92 383	x1_000	1 627 895	0,42%	0,31%	https://ap2.se/en/asset-management/holdings/
AP2	EMBRACER GROUP AB	SE	SE0023615885	2025-12-31	57 942	x1_000	954 885	0,42%	0,31%	https://ap2.se/en/asset-management/holdings/
AP2	ENGCON AB	SE	SE0017769847	2025-12-31	302 150	x1_000	3 631 614	2,38%	0,77%	https://ap2.se/en/asset-management/holdings/
AP2	ENITY HOLDING AB	SE	SE0025011554	2025-12-31	172 029	x1_000	1 650 000	3,30%	3,30%	https://ap2.se/en/asset-management/holdings/
AP2	EOLUS VIND AB	SE	SE0007075056	2025-12-31	16 996	x1_000	394 334	1,58%	1,08%	https://ap2.se/en/asset-management/holdings/
AP2	EPIROC AB	SE	SE0015658109	2025-12-31	1 610 905	x1_000	7 674 631	0,63%	0,89%	https://ap2.se/en/asset-management/holdings/
AP2	EQT AB	SE	SE0012853455	2025-12-31	244 292	x1_000	671 500	0,05%	0,05%	https://ap2.se/en/asset-management/holdings/
AP2	ERICSSON (LM) B	SE	SE0000108656	2025-12-31	226 970	x1_000	2 505 184	0,07%	0,04%	https://ap2.se/en/asset-management/holdings/
AP2	ESSITY AB	SE	SE0009922164	2025-12-31	640 972	x1_000	2 416 937	0,35%	0,20%	https://ap2.se/en/asset-management/holdings/
AP2	EVOLUTION GAMING GROUP AB	SE	SE0012673267	2025-12-31	1 296 295	x1_000	2 058 265	1,01%	1,01%	https://ap2.se/en/asset-management/holdings/
AP2	EXSITEC HOLDING AB	SE	SE0014035762	2025-12-31	84 196	x1_000	550 300	4,10%	4,10%	https://ap2.se/en/asset-management/holdings/
AP2	FABEGE	SE	SE0011166974	2025-12-31	122 174	x1_000	1 480 000	0,45%	0,45%	https://ap2.se/en/asset-management/holdings/
AP2	FAGERHULT	SE	SE0010048884	2025-12-31	135 012	x1_000	3 249 397	1,83%	1,83%	https://ap2.se/en/asset-management/holdings/
AP2	FASTIGHETS AB BALDER B	SE	SE0017832488	2025-12-31	440 609	x1_000	6 460 539	0,55%	0,36%	https://ap2.se/en/asset-management/holdings/
AP2	FERROAMP ELEKTRONIK AB	SE	SE0012229920	2025-12-31	14 554	x1_000	7 600 000	7,04%	7,04%	https://ap2.se/en/asset-management/holdings/
AP2	GENOVIS AB	SE	SE0002485979	2025-12-31	58 019	x1_000	2 730 304	4,13%	4,13%	https://ap2.se/en/asset-management/holdings/
AP2	GETINGE B	SE	SE0000202624	2025-12-31	372 596	x1_000	1 702 907	0,63%	0,39%	https://ap2.se/en/asset-management/holdings/
AP2	GRANGES AB	SE	SE0006288015	2025-12-31	146 818	x1_000	1 007 670	0,95%	0,95%	https://ap2.se/en/asset-management/holdings/
AP2	GREEN LANDSCAPING GROUP AB	SE	SE0010985028	2025-12-31	152 879	x1_000	3 345 274	5,89%	5,89%	https://ap2.se/en/asset-management/holdings/
AP2	HEMNET GROUP AB	SE	SE0015671995	2025-12-31	34 050	x1_000	196 595	0,21%	0,21%	https://ap2.se/en/asset-management/holdings/
AP2	HEXAGON B	SE	SE0015961909	2025-12-31	1 734 432	x1_000	15 839 559	0,59%	0,43%	https://ap2.se/en/asset-management/holdings/
AP2	HEXPOL AB	SE	SE0007074281	2025-12-31	880 060	x1_000	10 006 367	2,91%	2,10%	https://ap2.se/en/asset-management/holdings/
AP2	HMS INDUSTRIAL NETWORKS	SE	SE0009997018	2025-12-31	146 862	x1_000	350 507	0,70%	0,70%	https://ap2.se/en/asset-management/holdings/
AP2	HUSQVARNA AB B	SE	SE0001662230	2025-12-31	35 237	x1_000	757 616	0,13%	0,05%	https://ap2.se/en/asset-management/holdings/
AP2	ICONOVO AB	SE	SE0010868943	2025-12-31	3 788	x1_000	3 323 215	6,26%	6,26%	https://ap2.se/en/asset-management/holdings/
AP2	IDUN INDUSTRIER AB	SE	SE0013512464	2025-12-31	133 480	x1_000	376 000	3,21%	0,91%	https://ap2.se/en/asset-management/holdings/
AP2	INDUSTRIVARDEN C	SE	SE0000107203	2025-12-31	19 416	x1_000	46 785	0,01%	0,00%	https://ap2.se/en/asset-management/holdings/
AP2	INDUTRADE AB	SE	SE0001515552	2025-12-31	393 426	x1_000	1 636 549	0,45%	0,45%	https://ap2.se/en/asset-management/holdings/
AP2	INVESTOR B	SE	SE0015811963	2025-12-31	1 623 188	x1_000	4 912 797	0,16%	0,03%	https://ap2.se/en/asset-management/holdings/
AP2	INVISIO COMMUNICATIONS	SE	SE0001200015	2025-12-31	212 323	x1_000	807 312	1,75%	1,75%	https://ap2.se/en/asset-management/holdings/
AP2	ITAB SHOP CONCEPT AB	SE	SE0015962097	2025-12-31	17 600	x1_000	1 000 000	0,39%	0,39%	https://ap2.se/en/asset-management/holdings/
AP2	I-TECH AB	SE	SE0011167725	2025-12-31	33 585	x1_000	643 400	5,36%	5,36%	https://ap2.se/en/asset-management/holdings/
AP2	KARNOV GROUP AB	SE	SE0012323715	2025-12-31	73 187	x1_000	727 500	0,67%	0,67%	https://ap2.se/en/asset-management/holdings/
AP2	K-FAST HOLDING AB	SE	SE0016101679	2025-12-31	61 137	x1_000	4 731 981	1,92%	1,41%	https://ap2.se/en/asset-management/holdings/
AP2	KINNEVIK INVESTMENT B	SE	SE0022060521	2025-12-31	83 680	x1_000	1 000 000	0,36%	0,17%	https://ap2.se/en/asset-management/holdings/
AP2	LAGERCRANTZ GROUP B	SE	SE0014990966	2025-12-31	416 371	x1_000	1 956 632	0,94%	0,66%	https://ap2.se/en/asset-management/holdings/
AP2	LATOUR B	SE	SE0010100958	2025-12-31	97	x1_000	430	0,00%	0,00%	https://ap2.se/en/asset-management/holdings/
AP2	LIFCO AB-B SHS	SE	SE0015949201	2025-12-31	1 044 105	x1_000	2 966 208	0,65%	0,41%	https://ap2.se/en/asset-management/holdings/
AP2	LINC AB	SE	SE0015949433	2025-12-31	17 165	x1_000	246 268	0,43%	0,43%	https://ap2.se/en/asset-management/holdings/
AP2	LINDAB INTERNATIONAL AB	SE	SE0001852419	2025-12-31	467 366	x1_000	2 242 641	2,84%	2,84%	https://ap2.se/en/asset-management/holdings/
AP2	LOGISTEA AB	SE	SE0017131337	2025-12-31	35 850	x1_000	2 500 000	0,49%	0,34%	https://ap2.se/en/asset-management/holdings/
AP2	LOOMIS AB B	SE	SE0014504817	2025-12-31	602 380	x1_000	1 542 982	2,25%	2,25%	https://ap2.se/en/asset-management/holdings/
AP2	LUMENRADIO AB	SE	SE0019072158	2025-12-31	62 243	x1_000	1 090 064	8,66%	8,66%	https://ap2.se/en/asset-management/holdings/
AP2	MEDCAP AB	SE	SE0009160872	2025-12-31	365 756	x1_000	666 222	4,42%	4,42%	https://ap2.se/en/asset-management/holdings/
AP2	MEDICOVER AB	SE	SE0009778848	2025-12-31	43 994	x1_000	199 518	0,13%	0,02%	https://ap2.se/en/asset-management/holdings/
AP2	MENTICE AB	SE	SE0012673291	2025-12-31	6 559	x1_000	491 282	1,75%	1,75%	https://ap2.se/en/asset-management/holdings/
AP2	MILDEF GROUP AB	SE	SE0016074249	2025-12-31	299 471	x1_000	2 499 755	5,31%	5,31%	https://ap2.se/en/asset-management/holdings/
AP2	MIPS AB	SE	SE0009216278	2025-12-31	73 736	x1_000	208 647	0,79%	0,79%	https://ap2.se/en/asset-management/holdings/
AP2	MOMENTUM GROUP AB	SE	SE0017562523	2025-12-31	307 160	x1_000	1 997 142	3,96%	3,59%	https://ap2.se/en/asset-management/holdings/
AP2	MTG MODERN TIMES GROUP B	SE	SE0018012494	2025-12-31	226 414	x1_000	1 973 971	1,60%	1,55%	https://ap2.se/en/asset-management/holdings/
AP2	MYCRONIC AB	SE	SE0025158629	2025-12-31	280 871	x1_000	1 258 102	0,64%	0,64%	https://ap2.se/en/asset-management/holdings/
AP2	NCAB GROUP AB	SE	SE0017160773	2025-12-31	465 806	x1_000	9 744 889	5,21%	5,21%	https://ap2.se/en/asset-management/holdings/
AP2	NEDERMAN HOLDINGS	SE	SE0011204510	2025-12-31	17 879	x1_000	105 417	0,30%	0,30%	https://ap2.se/en/asset-management/holdings/
AP2	NEW WAVE B	SE	SE0020356970	2025-12-31	202 127	x1_000	1 763 757	1,33%	0,36%	https://ap2.se/en/asset-management/holdings/
AP2	NIBE INDUSTRIER B	SE	SE0015988019	2025-12-31	275 079	x1_000	7 722 593	0,38%	0,19%	https://ap2.se/en/asset-management/holdings/
AP2	NOBA BANK GROUP AB	SE	SE0023135298	2025-12-31	94 240	x1_000	800 000	0,16%	0,16%	https://ap2.se/en/asset-management/holdings/
AP2	NOLATO B	SE	SE0015962477	2025-12-31	116 551	x1_000	1 885 939	0,70%	0,36%	https://ap2.se/en/asset-management/holdings/
AP2	NORDNET AB PUBL	SE	SE0015192067	2025-12-31	906 229	x1_000	3 353 918	1,34%	1,34%	https://ap2.se/en/asset-management/holdings/
AP2	NOTE	SE	SE0001161654	2025-12-31	36 360	x1_000	200 000	0,70%	0,70%	https://ap2.se/en/asset-management/holdings/
AP2	NP3 FASTIGHETER AB	SE	SE0006342333	2025-12-31	73 874	x1_000	285 226	0,29%	0,44%	https://ap2.se/en/asset-management/holdings/
AP2	NYFOSA AB	SE	SE0011426428	2025-12-31	128 949	x1_000	1 735 514	0,83%	0,83%	https://ap2.se/en/asset-management/holdings/
AP2	OEM INTERNATIONAL B	SE	SE0017766843	2025-12-31	184 366	x1_000	1 267 992	0,91%	0,33%	https://ap2.se/en/asset-management/holdings/
AP2	ONEFLOW AB	SE	SE0017564461	2025-12-31	29 014	x1_000	1 082 621	3,81%	3,81%	https://ap2.se/en/asset-management/holdings/
AP2	ORGANOCLICK AB	SE	SE0006510335	2025-12-31	2 879	x1_000	1 645 185	1,50%	1,50%	https://ap2.se/en/asset-management/holdings/
AP2	PARADOX INTERACTIVE AB	SE	SE0008294953	2025-12-31	135 463	x1_000	833 104	0,79%	0,79%	https://ap2.se/en/asset-management/holdings/
AP2	PAXMAN AB	SE	SE0009806284	2025-12-31	56 169	x1_000	999 443	4,29%	4,29%	https://ap2.se/en/asset-management/holdings/
AP2	PLATZER FASTIGHETER	SE	SE0004977692	2025-12-31	30 115	x1_000	404 229	0,34%	0,13%	https://ap2.se/en/asset-management/holdings/
AP2	PLEJD AB	SE	SE0008014476	2025-12-31	482 122	x1_000	663 166	5,93%	5,93%	https://ap2.se/en/asset-management/holdings/
AP2	PROMIMIC AB	SE	SE0017487242	2025-12-31	18 385	x1_000	1 084 690	5,74%	5,74%	https://ap2.se/en/asset-management/holdings/
AP2	QUALISYS HOLDING AB	SE	SE0023837091	2025-12-31	28 198	x1_000	460 000	4,60%	4,60%	https://ap2.se/en/asset-management/holdings/
AP2	RAYSEARCH LABORATORIES AB	SE	SE0000135485	2025-12-31	238 475	x1_000	1 045 942	3,05%	1,59%	https://ap2.se/en/asset-management/holdings/
AP2	REDSENSE MEDICAL AB	SE	SE0006965158	2025-12-31	347	x1_000	83 658	0,51%	0,51%	https://ap2.se/en/asset-management/holdings/
AP2	REJLERS AB B	SE	SE0000123671	2025-12-31	57 463	x1_000	303 075	1,34%	0,79%	https://ap2.se/en/asset-management/holdings/
AP2	RVRC HOLDING AB	SE	SE0015962485	2025-12-31	63 413	x1_000	950 000	0,90%	0,90%	https://ap2.se/en/asset-management/holdings/
AP2	SAGAX AB B SHARES	SE	SE0005127818	2025-12-31	1 232 904	x1_000	6 239 391	1,29%	0,86%	https://ap2.se/en/asset-management/holdings/
AP2	SANDVIK	SE	SE0000667891	2025-12-31	990 950	x1_000	3 296 575	0,26%	0,26%	https://ap2.se/en/asset-management/holdings/
AP2	SDIPTECH AB	SE	SE0003756758	2025-12-31	76 748	x1_000	400 354	1,01%	0,90%	https://ap2.se/en/asset-management/holdings/
AP2	SECTRA B	SE	SE0022419784	2025-12-31	321 475	x1_000	1 280 777	0,66%	0,41%	https://ap2.se/en/asset-management/holdings/
AP2	SECURITAS B	SE	SE0000163594	2025-12-31	459 922	x1_000	3 124 467	0,54%	0,38%	https://ap2.se/en/asset-management/holdings/
AP2	SINCH AB	SE	SE0016101844	2025-12-31	147 116	x1_000	4 674 795	0,55%	0,55%	https://ap2.se/en/asset-management/holdings/
AP2	SIVERS SEMICONDUCTORS AB	SE	SE0003917798	2025-12-31	15 419	x1_000	3 711 777	1,25%	1,25%	https://ap2.se/en/asset-management/holdings/
AP2	SKAND.ENSKILDA BANKEN A	SE	SE0000148884	2025-12-31	1 632 474	x1_000	8 367 371	0,41%	0,41%	https://ap2.se/en/asset-management/holdings/
AP2	SKANSKA B	SE	SE0000113250	2025-12-31	13 210	x1_000	52 358	0,01%	0,01%	https://ap2.se/en/asset-management/holdings/
AP2	SKF B	SE	SE0000108227	2025-12-31	698 731	x1_000	2 842 682	0,62%	0,40%	https://ap2.se/en/asset-management/holdings/
AP2	SMART EYE AB	SE	SE0009268279	2025-12-31	11 650	x1_000	147 941	0,39%	0,39%	https://ap2.se/en/asset-management/holdings/
AP2	SSAB SVENSKT STAL B	SE	SE0000120669	2025-12-31	139 320	x1_000	2 000 000	0,20%	0,05%	https://ap2.se/en/asset-management/holdings/
AP2	STORYTEL AB	SE	SE0007439443	2025-12-31	35 490	x1_000	423 509	0,55%	0,55%	https://ap2.se/en/asset-management/holdings/
AP2	SURGICAL SCIENCE SWEDEN AB	SE	SE0014428512	2025-12-31	78 457	x1_000	2 414 057	4,73%	4,73%	https://ap2.se/en/asset-management/holdings/
AP2	SVENSKA HANDELSBANKEN A	SE	SE0007100599	2025-12-31	580 818	x1_000	4 323 169	0,22%	0,22%	https://ap2.se/en/asset-management/holdings/
AP2	SWECO B	SE	SE0014960373	2025-12-31	286 537	x1_000	1 898 854	0,52%	0,30%	https://ap2.se/en/asset-management/holdings/
AP2	SWEDBANK AB A	SE	SE0000242455	2025-12-31	2 116 634	x1_000	6 591 821	0,58%	0,58%	https://ap2.se/en/asset-management/holdings/
AP2	SWEDISH LOGISTIC PROPERTY AB	SE	SE0017565476	2025-12-31	152 944	x1_000	3 689 840	1,32%	0,59%	https://ap2.se/en/asset-management/holdings/
AP2	SWEDISH ORPHAN BIOVITRUM AB	SE	SE0000872095	2025-12-31	179 558	x1_000	539 537	0,15%	0,15%	https://ap2.se/en/asset-management/holdings/
AP2	TELE2 B	SE	SE0005190238	2025-12-31	259 349	x1_000	1 678 089	0,24%	0,18%	https://ap2.se/en/asset-management/holdings/
AP2	TELIA CO AB	SE	SE0000667925	2025-12-31	71 483	x1_000	1 815 219	0,05%	0,05%	https://ap2.se/en/asset-management/holdings/
AP2	THULE GROUP AB/THE	SE	SE0006422390	2025-12-31	220 795	x1_000	920 748	0,85%	0,85%	https://ap2.se/en/asset-management/holdings/
AP2	TRELLEBORG B	SE	SE0000114837	2025-12-31	953 754	x1_000	2 428 709	1,05%	0,50%	https://ap2.se/en/asset-management/holdings/
AP2	TROAX GROUP AB-WI	SE	SE0012729366	2025-12-31	206 994	x1_000	1 389 223	2,32%	2,32%	https://ap2.se/en/asset-management/holdings/
AP2	TRUECALLER AB	SE	SE0016787071	2025-12-31	81 341	x1_000	4 214 574	1,21%	0,55%	https://ap2.se/en/asset-management/holdings/
AP2	VERTISEIT AB	SE	SE0012481133	2025-12-31	79 532	x1_000	1 180 000	3,89%	2,26%	https://ap2.se/en/asset-management/holdings/
AP2	VITEC SOFTWARE GROUP AB-B SH	SE	SE0007871363	2025-12-31	175 721	x1_000	567 573	1,42%	0,91%	https://ap2.se/en/asset-management/holdings/
AP2	VITROLIFE AB	SE	SE0011205202	2025-12-31	287 683	x1_000	2 099 876	1,55%	1,55%	https://ap2.se/en/asset-management/holdings/
AP2	VOLATI AB	SE	SE0009143662	2025-12-31	517 118	x1_000	4 832 881	5,97%	6,07%	https://ap2.se/en/asset-management/holdings/
AP2	VOLVO B	SE	SE0000115446	2025-12-31	1 731 647	x1_000	5 852 136	0,29%	0,10%	https://ap2.se/en/asset-management/holdings/
AP2	WIHLBORGS FASTIGHETER	SE	SE0018012635	2025-12-31	122 173	x1_000	1 338 885	0,44%	0,44%	https://ap2.se/en/asset-management/holdings/
AP2	XSPRAY PHARMA AB	SE	SE0009973563	2025-12-31	39 470	x1_000	1 255 012	3,01%	3,01%	https://ap2.se/en/asset-management/holdings/
AP2	XVIVO PERFUSION AB	SE	SE0004840718	2025-12-31	145 371	x1_000	779 054	2,47%	2,47%	https://ap2.se/en/asset-management/holdings/
AP2	YUBICO AB	SE	SE0015657788	2025-12-31	64 895	x1_000	849 189	0,98%	0,98%	https://ap2.se/en/asset-management/holdings/
